DLX2_MOUSE	DLX3_MOUSE
DLX2_MOUSE	DLX1_MOUSE
DLX2_MOUSE	DLX6_MOUSE
HMX1_MOUSE	HMX1_MOUSE
LMX1A_MOUSE	LMX1A_MOUSE
LMX1A_MOUSE	A0A0R4J0I7_MOUSE
HMX2_MOUSE	HMX2_MOUSE
HXC6_MOUSE	HXC6_MOUSE
HXC6_MOUSE	HXA6_MOUSE
HXC6_MOUSE	HXA7_MOUSE
TGIF1_MOUSE	TGIF1_MOUSE
TGIF1_MOUSE	TGIF2_MOUSE
DLX4_MOUSE	DLX4_MOUSE
HMX3_MOUSE	HMX3_MOUSE
G3X9U1_MOUSE	G3X9U1_MOUSE
G3X9U1_MOUSE	Q4KL20_MOUSE
G3X9U1_MOUSE	G3UXQ8_MOUSE
G3X9U1_MOUSE	G3UX03_MOUSE
G3X9U1_MOUSE	G3UZE6_MOUSE
G3X9U1_MOUSE	E9PXV9_MOUSE
HNF1A_MOUSE	HNF1A_MOUSE
HNF1A_MOUSE	HNF1B_MOUSE
MEIS2_MOUSE	MEIS2_MOUSE
MEIS2_MOUSE	MEIS1_MOUSE
MEIS2_MOUSE	MEIS3_MOUSE
Q8K5B9_MOUSE	Q8K5B9_MOUSE
HXD1_MOUSE	HXD1_MOUSE
V9GWY9_MOUSE	V9GWY9_MOUSE
DMBX1_MOUSE	DMBX1_MOUSE
A0A0R4J108_MOUSE	A0A0R4J108_MOUSE
OTP_MOUSE	OTP_MOUSE
