"ID","Name","Species","GeneID","Family","Evidence"
"T018383_2.00","ARF5","Arabidopsis_thaliana","AT1G19850","B3","D"
"T018476_2.00","ARF8","Arabidopsis_thaliana","AT5G37020","B3","D"
"T018401_2.00","AT1G51120","Arabidopsis_thaliana","AT1G51120","B3","D"
"T018465_2.00","AT4G33280","Arabidopsis_thaliana","AT4G33280","B3","D"
"T018470_2.00","AT5G18090","Arabidopsis_thaliana","AT5G18090","B3","D"
"T018474_2.00","AT5G25475","Arabidopsis_thaliana","AT5G25475","B3","D"
"T018483_2.00","AT5G60130","Arabidopsis_thaliana","AT5G60130","B3","D"
"T018438_2.00","FUS3","Arabidopsis_thaliana","AT3G26790","B3","D"
"T018386_2.00","LEC2","Arabidopsis_thaliana","AT1G28300","B3","D"
"T018446_2.00","NGA4","Arabidopsis_thaliana","AT4G01500","B3","D"
"T018454_2.00","REM1","Arabidopsis_thaliana","AT4G31610","B3","D"
"T018398_2.00","REM19","Arabidopsis_thaliana","AT1G49480","B3","D"
"T018434_2.00","VRN1","Arabidopsis_thaliana","AT3G18990","B3","D"
"T024518_2.00","BPC1","Arabidopsis_thaliana","AT2G01930","BBR","D"
"T024521_2.00","BPC5","Arabidopsis_thaliana","AT4G38910","BBR","D"
"T024522_2.00","BPC6","Arabidopsis_thaliana","AT5G42520","BBR","D"
"T030616_2.00","AMS","Arabidopsis_thaliana","AT2G16910","bHLH","D"
"T030617_2.00","AT2G18300","Arabidopsis_thaliana","AT2G18300","bHLH","D"
"T030619_2.00","AT2G22750","Arabidopsis_thaliana","AT2G22750","bHLH","D"
"T030632_2.00","AT2G42280","Arabidopsis_thaliana","AT2G42280","bHLH","D"
"T030676_2.00","AT4G25400","Arabidopsis_thaliana","AT4G25400","bHLH","D"
"T030687_2.00","BEE2","Arabidopsis_thaliana","AT4G36540","bHLH","D"
"T030626_2.00","BHLH10","Arabidopsis_thaliana","AT2G31220","bHLH","D"
"T030670_2.00","BHLH104","Arabidopsis_thaliana","AT4G14410","bHLH","D"
"T030601_2.00","BHLH122","Arabidopsis_thaliana","AT1G51140","bHLH","D"
"T030575_2.00","BHLH13","Arabidopsis_thaliana","AT1G01260","bHLH","D"
"T030664_2.00","BHLH14","Arabidopsis_thaliana","AT4G00870","bHLH","D"
"T030705_2.00","BHLH28","Arabidopsis_thaliana","AT5G46830","bHLH","D"
"T030645_2.00","BHLH34","Arabidopsis_thaliana","AT3G23210","bHLH","D"
"T030609_2.00","BHLH49","Arabidopsis_thaliana","AT1G68920","bHLH","D"
"T030715_2.00","BHLH72","Arabidopsis_thaliana","AT5G61270","bHLH","D"
"T030581_2.00","BHLH74","Arabidopsis_thaliana","AT1G10120","bHLH","D"
"T030646_2.00","BHLH77","Arabidopsis_thaliana","AT3G23690","bHLH","D"
"T030706_2.00","BHLH78","Arabidopsis_thaliana","AT5G48560","bHLH","D"
"T030598_2.00","BHLH80","Arabidopsis_thaliana","AT1G35460","bHLH","D"
"T030579_2.00","BHLH89","Arabidopsis_thaliana","AT1G06170","bHLH","D"
"T030693_2.00","BIM1","Arabidopsis_thaliana","AT5G08130","bHLH","D"
"T030610_2.00","BIM2","Arabidopsis_thaliana","AT1G69010","bHLH","D"
"T030698_2.00","BIM3","Arabidopsis_thaliana","AT5G38860","bHLH","D"
"T030602_2.00","BPE","Arabidopsis_thaliana","AT1G59640","bHLH","D"
"T030674_2.00","DYT1","Arabidopsis_thaliana","AT4G21330","bHLH","D"
"T030711_2.00","ILR3","Arabidopsis_thaliana","AT5G54680","bHLH","D"
"T030683_2.00","LRL2","Arabidopsis_thaliana","AT4G30980","bHLH","D"
"T030597_2.00","MYC2","Arabidopsis_thaliana","AT1G32640","bHLH","D"
"T030704_2.00","MYC3","Arabidopsis_thaliana","AT5G46760","bHLH","D"
"T030672_2.00","MYC4","Arabidopsis_thaliana","AT4G17880","bHLH","D"
"T030618_2.00","PIF1","Arabidopsis_thaliana","AT2G20180","bHLH","D"
"T030580_2.00","PIF3","Arabidopsis_thaliana","AT1G09530","bHLH","D"
"T030634_2.00","PIF4","Arabidopsis_thaliana","AT2G43010","bHLH","D"
"T030658_2.00","PIF5","Arabidopsis_thaliana","AT3G59060","bHLH","D"
"T030649_2.00","SCRM","Arabidopsis_thaliana","AT3G26744","bHLH","D"
"T030688_2.00","SPT","Arabidopsis_thaliana","AT4G36930","bHLH","D"
"T030661_2.00","UNE10","Arabidopsis_thaliana","AT4G00050","bHLH","D"
"T056868_2.00","ABF1","Arabidopsis_thaliana","AT1G49720","bZIP","D"
"T056867_2.00","ABF2","Arabidopsis_thaliana","AT1G45249","bZIP","D"
"T056910_2.00","ABF3","Arabidopsis_thaliana","AT4G34000","bZIP","D"
"T056896_2.00","ABF4","Arabidopsis_thaliana","AT3G19290","bZIP","D"
"T056887_2.00","ABI5","Arabidopsis_thaliana","AT2G36270","bZIP","D"
"T056856_2.00","AT1G06070","Arabidopsis_thaliana","AT1G06070","bZIP","D"
"T056861_2.00","AT1G19490","Arabidopsis_thaliana","AT1G19490","bZIP","D"
"T056882_2.00","AT2G21230","Arabidopsis_thaliana","AT2G21230","bZIP","D"
"T056925_2.00","AtbZIP3","Arabidopsis_thaliana","AT5G15830","bZIP","D"
"T056897_2.00","ATBZIP42","Arabidopsis_thaliana","AT3G30530","bZIP","D"
"T056875_2.00","AtbZIP48","Arabidopsis_thaliana","AT2G04038","bZIP","D"
"T056857_2.00","AtbZIP52","Arabidopsis_thaliana","AT1G06850","bZIP","D"
"T056911_2.00","BZIP11","Arabidopsis_thaliana","AT4G34590","bZIP","D"
"T056886_2.00","BZIP16","Arabidopsis_thaliana","AT2G35530","bZIP","D"
"T056889_2.00","BZIP17","Arabidopsis_thaliana","AT2G40950","bZIP","D"
"T056888_2.00","BZIP18","Arabidopsis_thaliana","AT2G40620","bZIP","D"
"T056881_2.00","BZIP2","Arabidopsis_thaliana","AT2G18160","bZIP","D"
"T056893_2.00","BZIP28","Arabidopsis_thaliana","AT3G10800","bZIP","D"
"T056870_2.00","BZIP4","Arabidopsis_thaliana","AT1G59530","bZIP","D"
"T056928_2.00","BZIP43","Arabidopsis_thaliana","AT5G38800","bZIP","D"
"T056873_2.00","BZIP44","Arabidopsis_thaliana","AT1G75390","bZIP","D"
"T056906_2.00","BZIP53","Arabidopsis_thaliana","AT3G62420","bZIP","D"
"T056865_2.00","BZIP60","Arabidopsis_thaliana","AT1G42990","bZIP","D"
"T056927_2.00","BZIP63","Arabidopsis_thaliana","AT5G28770","bZIP","D"
"T056863_2.00","BZIP68","Arabidopsis_thaliana","AT1G32150","bZIP","D"
"T056903_2.00","DPBF3","Arabidopsis_thaliana","AT3G56850","bZIP","D"
"T056914_2.00","GBF1","Arabidopsis_thaliana","AT4G36730","bZIP","D"
"T056907_2.00","GBF2","Arabidopsis_thaliana","AT4G01120","bZIP","D"
"T056892_2.00","GBF3","Arabidopsis_thaliana","AT2G46270","bZIP","D"
"T056924_2.00","HY5","Arabidopsis_thaliana","AT5G11260","bZIP","D"
"T056895_2.00","HYH","Arabidopsis_thaliana","AT3G17609","bZIP","D"
"T056933_2.00","TGA1","Arabidopsis_thaliana","AT5G65210","bZIP","D"
"T056918_2.00","TGA10","Arabidopsis_thaliana","AT5G06839","bZIP","D"
"T056919_2.00","TGA2","Arabidopsis_thaliana","AT5G06950","bZIP","D"
"T056862_2.00","TGA3","Arabidopsis_thaliana","AT1G22070","bZIP","D"
"T056923_2.00","TGA4","Arabidopsis_thaliana","AT5G10030","bZIP","D"
"T056920_2.00","TGA5","Arabidopsis_thaliana","AT5G06960","bZIP","D"
"T056894_2.00","TGA6","Arabidopsis_thaliana","AT3G12250","bZIP","D"
"T056874_2.00","TGA7","Arabidopsis_thaliana","AT1G77920","bZIP","D"
"T056859_2.00","TGA9","Arabidopsis_thaliana","AT1G08320","bZIP","D"
"T056866_2.00","VIP1","Arabidopsis_thaliana","AT1G43700","bZIP","D"
"T080828_2.00","AT1G14580","Arabidopsis_thaliana","AT1G14580","C2H2 ZF","D"
"T080841_2.00","AT2G15740","Arabidopsis_thaliana","AT2G15740","C2H2 ZF","D"
"T080850_2.00","AT2G48100","Arabidopsis_thaliana","AT2G48100","C2H2 ZF","D"
"T080855_2.00","AT3G46070","Arabidopsis_thaliana","AT3G46070","C2H2 ZF","D"
"T080859_2.00","AT3G49930","Arabidopsis_thaliana","AT3G49930","C2H2 ZF","D"
"T080861_2.00","AT3G53600","Arabidopsis_thaliana","AT3G53600","C2H2 ZF","D"
"T080870_2.00","AT4G35610","Arabidopsis_thaliana","AT4G35610","C2H2 ZF","D"
"T080872_2.00","AT5G03510","Arabidopsis_thaliana","AT5G03510","C2H2 ZF","D"
"T080875_2.00","AT5G04390","Arabidopsis_thaliana","AT5G04390","C2H2 ZF","D"
"T080880_2.00","AT5G22990","Arabidopsis_thaliana","AT5G22990","C2H2 ZF","D"
"T080891_2.00","AZF1","Arabidopsis_thaliana","AT5G67450","C2H2 ZF","D"
"T080851_2.00","AZF2","Arabidopsis_thaliana","AT3G19580","C2H2 ZF","D"
"T080890_2.00","IDD1","Arabidopsis_thaliana","AT5G66730","C2H2 ZF","D"
"T080860_2.00","IDD2","Arabidopsis_thaliana","AT3G50700","C2H2 ZF","D"
"T080840_2.00","IDD4","Arabidopsis_thaliana","AT2G02080","C2H2 ZF","D"
"T080839_2.00","IDD5","Arabidopsis_thaliana","AT2G02070","C2H2 ZF","D"
"T080835_2.00","IDD7","Arabidopsis_thaliana","AT1G55110","C2H2 ZF","D"
"T080854_2.00","IDD9","Arabidopsis_thaliana","AT3G45260","C2H2 ZF","D"
"T080871_2.00","JKD","Arabidopsis_thaliana","AT5G03150","C2H2 ZF","D"
"T080824_2.00","MGP","Arabidopsis_thaliana","AT1G03840","C2H2 ZF","D"
"T080884_2.00","NUC","Arabidopsis_thaliana","AT5G44160","C2H2 ZF","D"
"T127816_2.00","Q9MAB7_ARATH","Arabidopsis_thaliana","Q9MAB7_ARATH","C2H2 ZF","D"
"T080876_2.00","RBE","Arabidopsis_thaliana","AT5G06070","C2H2 ZF","D"
"T080858_2.00","REF6","Arabidopsis_thaliana","AT3G48430","C2H2 ZF","D"
"T080846_2.00","SAP11","Arabidopsis_thaliana","AT2G41835","C2H2 ZF","D"
"T080838_2.00","SGR5","Arabidopsis_thaliana","AT2G01940","C2H2 ZF","D"
"T080833_2.00","STOP1","Arabidopsis_thaliana","AT1G34370","C2H2 ZF","D"
"T080879_2.00","STOP2","Arabidopsis_thaliana","AT5G22890","C2H2 ZF","D"
"T080837_2.00","TFIIIA","Arabidopsis_thaliana","AT1G72050","C2H2 ZF","D"
"T080866_2.00","YY1","Arabidopsis_thaliana","AT4G06634","C2H2 ZF","D"
"T080823_2.00","ZAT1","Arabidopsis_thaliana","AT1G02030","C2H2 ZF","D"
"T080831_2.00","ZAT10","Arabidopsis_thaliana","AT1G27730","C2H2 ZF","D"
"T080887_2.00","ZAT12","Arabidopsis_thaliana","AT5G59820","C2H2 ZF","D"
"T080842_2.00","ZAT2","Arabidopsis_thaliana","AT2G17180","C2H2 ZF","D"
"T080849_2.00","ZAT4","Arabidopsis_thaliana","AT2G45120","C2H2 ZF","D"
"T080874_2.00","ZAT6","Arabidopsis_thaliana","AT5G04340","C2H2 ZF","D"
"T080857_2.00","ZAT7","Arabidopsis_thaliana","AT3G46090","C2H2 ZF","D"
"T080864_2.00","ZAT9","Arabidopsis_thaliana","AT3G60580","C2H2 ZF","D"
"T080826_2.00","ZFP5","Arabidopsis_thaliana","AT1G10480","C2H2 ZF","D"
"T080847_2.00","ZFP8","Arabidopsis_thaliana","AT2G41940","C2H2 ZF","D"
"T163007_2.00","CAMTA5","Arabidopsis_thaliana","AT4G16150","CG-1","D"
"T163009_2.00","CMTA2","Arabidopsis_thaliana","AT5G64220","CG-1","D"
"T163005_2.00","CMTA3","Arabidopsis_thaliana","AT2G22300","CG-1","D"
"T163008_2.00","EICBP.B","Arabidopsis_thaliana","AT5G09410","CG-1","D"
"T164270_2.00","CSP4","Arabidopsis_thaliana","AT2G21060","CSD","D"
"T170168_2.00","AT3G52440","Arabidopsis_thaliana","AT3G52440","Dof","D"
"T170179_2.00","CDF2","Arabidopsis_thaliana","AT5G39660","Dof","D"
"T170166_2.00","CDF3","Arabidopsis_thaliana","AT3G47500","Dof","D"
"T170157_2.00","CDF5","Arabidopsis_thaliana","AT1G69570","Dof","D"
"T170153_2.00","DOF1.5","Arabidopsis_thaliana","AT1G29160","Dof","D"
"T170154_2.00","DOF1.6","Arabidopsis_thaliana","AT1G47655","Dof","D"
"T170155_2.00","DOF1.7","Arabidopsis_thaliana","AT1G51700","Dof","D"
"T170156_2.00","DOF1.8","Arabidopsis_thaliana","AT1G64620","Dof","D"
"T170159_2.00","DOF2.2","Arabidopsis_thaliana","AT2G28810","Dof","D"
"T170161_2.00","DOF2.4","Arabidopsis_thaliana","AT2G37590","Dof","D"
"T170162_2.00","DOF2.5","Arabidopsis_thaliana","AT2G46590","Dof","D"
"T170164_2.00","DOF3.1","Arabidopsis_thaliana","AT3G21270","Dof","D"
"T170165_2.00","DOF3.2","Arabidopsis_thaliana","AT3G45610","Dof","D"
"T170167_2.00","DOF3.4","Arabidopsis_thaliana","AT3G50410","Dof","D"
"T170172_2.00","DOF4.2","Arabidopsis_thaliana","AT4G21030","Dof","D"
"T170173_2.00","DOF4.3","Arabidopsis_thaliana","AT4G21040","Dof","D"
"T170175_2.00","DOF4.5","Arabidopsis_thaliana","AT4G21080","Dof","D"
"T170177_2.00","DOF4.7","Arabidopsis_thaliana","AT4G38000","Dof","D"
"T170178_2.00","DOF5.1","Arabidopsis_thaliana","AT5G02460","Dof","D"
"T170180_2.00","DOF5.3","Arabidopsis_thaliana","AT5G60200","Dof","D"
"T170181_2.00","DOF5.4","Arabidopsis_thaliana","AT5G60850","Dof","D"
"T170183_2.00","DOF5.6","Arabidopsis_thaliana","AT5G62940","Dof","D"
"T170184_2.00","DOF5.7","Arabidopsis_thaliana","AT5G65590","Dof","D"
"T170185_2.00","DOF5.8","Arabidopsis_thaliana","AT5G66940","Dof","D"
"T170163_2.00","GATA24","Arabidopsis_thaliana","AT3G21175","Dof","D"
"T170169_2.00","OBP3","Arabidopsis_thaliana","AT3G55370","Dof","D"
"T172292_2.00","E2FA","Arabidopsis_thaliana","AT2G36010","E2F","D"
"T172291_2.00","E2FC","Arabidopsis_thaliana","AT1G47870","E2F","D"
"T172298_2.00","E2FD","Arabidopsis_thaliana","AT5G14960","E2F","D"
"T172294_2.00","E2FE","Arabidopsis_thaliana","AT3G48160","E2F","D"
"T174990_2.00","EIL1","Arabidopsis_thaliana","AT2G27050","EIN3","D"
"T174989_2.00","EIL3","Arabidopsis_thaliana","AT1G73730","EIN3","D"
"T174991_2.00","EIN3","Arabidopsis_thaliana","AT3G20770","EIN3","D"
"T178989_2.00","FAR1","Arabidopsis_thaliana","AT4G15090","FAR1","D"
"T178986_2.00","FHY3","Arabidopsis_thaliana","AT3G22170","FAR1","D"
"T191714_2.00","GATA1","Arabidopsis_thaliana","AT3G24050","GATA","D"
"T191705_2.00","GATA10","Arabidopsis_thaliana","AT1G08000","GATA","D"
"T191706_2.00","GATA11","Arabidopsis_thaliana","AT1G08010","GATA","D"
"T191728_2.00","GATA12","Arabidopsis_thaliana","AT5G25830","GATA","D"
"T191715_2.00","GATA14","Arabidopsis_thaliana","AT3G45170","GATA","D"
"T191711_2.00","GATA15","Arabidopsis_thaliana","AT3G06740","GATA","D"
"T191731_2.00","GATA16","Arabidopsis_thaliana","AT5G49300","GATA","D"
"T191727_2.00","GATA19","Arabidopsis_thaliana","AT4G36620","GATA","D"
"T191708_2.00","GATA20","Arabidopsis_thaliana","AT2G18380","GATA","D"
"T191721_2.00","GATA26","Arabidopsis_thaliana","AT4G17570","GATA","D"
"T191730_2.00","GATA27","Arabidopsis_thaliana","AT5G47140","GATA","D"
"T191707_2.00","GATA28","Arabidopsis_thaliana","AT1G51600","GATA","D"
"T191725_2.00","GATA3","Arabidopsis_thaliana","AT4G34680","GATA","D"
"T191719_2.00","GATA4","Arabidopsis_thaliana","AT3G60530","GATA","D"
"T191717_2.00","GATA6","Arabidopsis_thaliana","AT3G51080","GATA","D"
"T191726_2.00","GATA7","Arabidopsis_thaliana","AT4G36240","GATA","D"
"T191718_2.00","GATA8","Arabidopsis_thaliana","AT3G54810","GATA","D"
"T191724_2.00","GATA9","Arabidopsis_thaliana","AT4G32890","GATA","D"
"T191722_2.00","ZIM","Arabidopsis_thaliana","AT4G24470","GATA","D"
"T199829_2.00","RGL2","Arabidopsis_thaliana","AT3G03450","GRAS","D"
"T204498_2.00","ANL2","Arabidopsis_thaliana","AT4G00730","Homeodomain","D"
"T204512_2.00","ATH1","Arabidopsis_thaliana","AT4G32980","Homeodomain","D"
"T204497_2.00","ATHB-12","Arabidopsis_thaliana","AT3G61890","Homeodomain","D"
"T204462_2.00","ATHB-13","Arabidopsis_thaliana","AT1G69780","Homeodomain","D"
"T204459_2.00","ATHB-15","Arabidopsis_thaliana","AT1G52150","Homeodomain","D"
"T204518_2.00","ATHB-16","Arabidopsis_thaliana","AT4G40060","Homeodomain","D"
"T204487_2.00","ATHB-20","Arabidopsis_thaliana","AT3G01220","Homeodomain","D"
"T204473_2.00","ATHB-21","Arabidopsis_thaliana","AT2G18550","Homeodomain","D"
"T204484_2.00","ATHB-22","Arabidopsis_thaliana","AT2G36610","Homeodomain","D"
"T204485_2.00","ATHB-4","Arabidopsis_thaliana","AT2G44910","Homeodomain","D"
"T204539_2.00","ATHB-5","Arabidopsis_thaliana","AT5G65310","Homeodomain","D"
"T204520_2.00","ATHB-51","Arabidopsis_thaliana","AT5G03790","Homeodomain","D"
"T204540_2.00","ATHB-53","Arabidopsis_thaliana","AT5G66700","Homeodomain","D"
"T204474_2.00","ATHB-6","Arabidopsis_thaliana","AT2G22430","Homeodomain","D"
"T204486_2.00","ATHB-7","Arabidopsis_thaliana","AT2G46680","Homeodomain","D"
"T204456_2.00","ATHB-9","Arabidopsis_thaliana","AT1G30490","Homeodomain","D"
"T204464_2.00","ATHB-X","Arabidopsis_thaliana","AT1G70920","Homeodomain","D"
"T204507_2.00","ATML1","Arabidopsis_thaliana","AT4G21750","Homeodomain","D"
"T204505_2.00","HAT1","Arabidopsis_thaliana","AT4G17460","Homeodomain","D"
"T204534_2.00","HAT2","Arabidopsis_thaliana","AT5G47370","Homeodomain","D"
"T204517_2.00","HAT22","Arabidopsis_thaliana","AT4G37790","Homeodomain","D"
