"ID","Name","Species","GeneID","Family","Evidence"
"T034305_2.00","HAND2","Homo_sapiens","ENSG00000164107","bHLH","D"
"T034266_2.00","HES1","Homo_sapiens","ENSG00000114315","bHLH","D"
"T034248_2.00","HES2","Homo_sapiens","ENSG00000069812","bHLH","D"
"T034341_2.00","HES5","Homo_sapiens","ENSG00000197921","bHLH","D"
"T034295_2.00","HES6","Homo_sapiens","ENSG00000144485","bHLH","D"
"T034326_2.00","HES7","Homo_sapiens","ENSG00000179111","bHLH","D"
"T034307_2.00","HEY1","Homo_sapiens","ENSG00000164683","bHLH","D"
"T034289_2.00","HEY2","Homo_sapiens","ENSG00000135547","bHLH","D"
"T034254_2.00","HIF1A","Homo_sapiens","ENSG00000100644","bHLH","D"
"T034256_2.00","LYL1","Homo_sapiens","ENSG00000104903","bHLH","D"
"T034282_2.00","MAX","Homo_sapiens","ENSG00000125952","bHLH","D"
"T034309_2.00","MESP1","Homo_sapiens","ENSG00000166823","bHLH","D"
"T034338_2.00","MESP2","Homo_sapiens","ENSG00000188095","bHLH","D"
"T034335_2.00","MITF","Homo_sapiens","ENSG00000187098","bHLH","D"
"T034260_2.00","MLX","Homo_sapiens","ENSG00000108788","bHLH","D"
"T034243_2.00","MLXIPL","Homo_sapiens","ENSG00000009950","bHLH","D"
"T034249_2.00","MNT","Homo_sapiens","ENSG00000070444","bHLH","D"
"T034325_2.00","MSC","Homo_sapiens","ENSG00000178860","bHLH","D"
"T034298_2.00","MSGN1","Homo_sapiens","ENSG00000151379","bHLH","D"
"T034270_2.00","MXI1","Homo_sapiens","ENSG00000119950","bHLH","D"
"T034290_2.00","MYC","Homo_sapiens","ENSG00000136997","bHLH","D"
"T034287_2.00","MYCN","Homo_sapiens","ENSG00000134323","bHLH","D"
"T034262_2.00","MYF5","Homo_sapiens","ENSG00000111049","bHLH","D"
"T034261_2.00","MYF6","Homo_sapiens","ENSG00000111046","bHLH","D"
"T034283_2.00","MYOD1","Homo_sapiens","ENSG00000129152","bHLH","D"
"T034272_2.00","MYOG","Homo_sapiens","ENSG00000122180","bHLH","D"
"T034302_2.00","NEUROD1","Homo_sapiens","ENSG00000162992","bHLH","D"
"T034313_2.00","NEUROD2","Homo_sapiens","ENSG00000171532","bHLH","D"
"T034330_2.00","NEUROG1","Homo_sapiens","ENSG00000181965","bHLH","D"
"T034324_2.00","NEUROG2","Homo_sapiens","ENSG00000178403","bHLH","D"
"T034314_2.00","NHLH1","Homo_sapiens","ENSG00000171786","bHLH","D"
"T034323_2.00","NHLH2","Homo_sapiens","ENSG00000177551","bHLH","D"
"T034312_2.00","NPAS2","Homo_sapiens","ENSG00000170485","bHLH","D"
"T034333_2.00","OLIG1","Homo_sapiens","ENSG00000184221","bHLH","D"
"T034344_2.00","OLIG2","Homo_sapiens","ENSG00000205927","bHLH","D"
"T034322_2.00","OLIG3","Homo_sapiens","ENSG00000177468","bHLH","D"
"T034310_2.00","PTF1A","Homo_sapiens","ENSG00000168267","bHLH","D"
"T034271_2.00","SOHLH2","Homo_sapiens","ENSG00000120669","bHLH","D"
"T034251_2.00","SREBF1","Homo_sapiens","ENSG00000072310","bHLH","D"
"T034342_2.00","SREBF2","Homo_sapiens","ENSG00000198911","bHLH","D"
"T034301_2.00","TAL1","Homo_sapiens","ENSG00000162367","bHLH","D"
"T034292_2.00","TCF12","Homo_sapiens","ENSG00000140262","bHLH","D"
"T034269_2.00","TCF21","Homo_sapiens","ENSG00000118526","bHLH","D"
"T034250_2.00","TCF3","Homo_sapiens","ENSG00000071564","bHLH","D"
"T034340_2.00","TCF4","Homo_sapiens","ENSG00000196628","bHLH","D"
"T034255_2.00","TCFL5","Homo_sapiens","ENSG00000101190","bHLH","D"
"T034253_2.00","TFAP4","Homo_sapiens","ENSG00000090447","bHLH","D"
"T034247_2.00","TFE3","Homo_sapiens","ENSG00000068323","bHLH","D"
"T034264_2.00","TFEB","Homo_sapiens","ENSG00000112561","bHLH","D"
"T034258_2.00","TFEC","Homo_sapiens","ENSG00000105967","bHLH","D"
"T034273_2.00","TWIST1","Homo_sapiens","ENSG00000122691","bHLH","D"
"T034299_2.00","USF1","Homo_sapiens","ENSG00000158773","bHLH","D"
"T034257_2.00","USF2","Homo_sapiens","ENSG00000105698","bHLH","D"
"T055457_2.00","MGA","Homo_sapiens","ENSG00000174197","bHLH,T-box","D"
"T059735_2.00","ATF1","Homo_sapiens","ENSG00000123268","bZIP","D"
"T059731_2.00","ATF2","Homo_sapiens","ENSG00000115966","bZIP","D"
"T059750_2.00","ATF3","Homo_sapiens","ENSG00000162772","bZIP","D"
"T059739_2.00","ATF4","Homo_sapiens","ENSG00000128272","bZIP","D"
"T059754_2.00","ATF5","Homo_sapiens","ENSG00000169136","bZIP","D"
"T059733_2.00","ATF6","Homo_sapiens","ENSG00000118217","bZIP","D"
"T059768_2.00","ATF6B","Homo_sapiens","ENSG00000213676","bZIP","D"
"T059748_2.00","BACH1","Homo_sapiens","ENSG00000156273","bZIP","D"
"T059730_2.00","BACH2","Homo_sapiens","ENSG00000112182","bZIP","D"
"T059747_2.00","BATF","Homo_sapiens","ENSG00000156127","bZIP","D"
"T059737_2.00","BATF3","Homo_sapiens","ENSG00000123685","bZIP","D"
"T059770_2.00","CEBPA","Homo_sapiens","ENSG00000245848","bZIP","D"
"T059757_2.00","CEBPB","Homo_sapiens","ENSG00000172216","bZIP","D"
"T059769_2.00","CEBPD","Homo_sapiens","ENSG00000221869","bZIP","D"
"T059723_2.00","CEBPE","Homo_sapiens","ENSG00000092067","bZIP","D"
"T059746_2.00","CEBPG","Homo_sapiens","ENSG00000153879","bZIP","D"
"T059734_2.00","CREB1","Homo_sapiens","ENSG00000118260","bZIP","D"
"T059727_2.00","CREB3","Homo_sapiens","ENSG00000107175","bZIP","D"
"T059749_2.00","CREB3L1","Homo_sapiens","ENSG00000157613","bZIP","D"
"T059744_2.00","CREB3L4","Homo_sapiens","ENSG00000143578","bZIP","D"
"T059745_2.00","CREB5","Homo_sapiens","ENSG00000146592","bZIP","D"
"T059724_2.00","CREM","Homo_sapiens","ENSG00000095794","bZIP","D"
"T059726_2.00","DBP","Homo_sapiens","ENSG00000105516","bZIP","D"
"T059758_2.00","DDIT3","Homo_sapiens","ENSG00000175197","bZIP","D"
"T059755_2.00","FOS","Homo_sapiens","ENSG00000170345","bZIP","D"
"T059738_2.00","FOSB","Homo_sapiens","ENSG00000125740","bZIP","D"
"T059759_2.00","FOSL1","Homo_sapiens","ENSG00000175592","bZIP","D"
"T059721_2.00","FOSL2","Homo_sapiens","ENSG00000075426","bZIP","D"
"T059728_2.00","HLF","Homo_sapiens","ENSG00000108924","bZIP","D"
"T059743_2.00","JDP2","Homo_sapiens","ENSG00000140044","bZIP","D"
"T059760_2.00","JUN","Homo_sapiens","ENSG00000177606","bZIP","D"
"T059756_2.00","JUNB","Homo_sapiens","ENSG00000171223","bZIP","D"
"T059741_2.00","JUND","Homo_sapiens","ENSG00000130522","bZIP","D"
"T059761_2.00","MAF","Homo_sapiens","ENSG00000178573","bZIP","D"
"T059763_2.00","MAFA","Homo_sapiens","ENSG00000182759","bZIP","D"
"T059767_2.00","MAFB","Homo_sapiens","ENSG00000204103","bZIP","D"
"T059764_2.00","MAFF","Homo_sapiens","ENSG00000185022","bZIP","D"
"T059765_2.00","MAFG","Homo_sapiens","ENSG00000197063","bZIP","D"
"T059766_2.00","MAFK","Homo_sapiens","ENSG00000198517","bZIP","D"
"T059736_2.00","NFE2","Homo_sapiens","ENSG00000123405","bZIP","D"
"T059722_2.00","NFE2L1","Homo_sapiens","ENSG00000082641","bZIP","D"
"T059732_2.00","NFE2L2","Homo_sapiens","ENSG00000116044","bZIP","D"
"T059719_2.00","NFE2L3","Homo_sapiens","ENSG00000050344","bZIP","D"
"T059751_2.00","NFIL3","Homo_sapiens","ENSG00000165030","bZIP","D"
"T059740_2.00","NRL","Homo_sapiens","ENSG00000129535","bZIP","D"
"T059752_2.00","TEF","Homo_sapiens","ENSG00000167074","bZIP","D"
"T059725_2.00","XBP1","Homo_sapiens","ENSG00000100219","bZIP","D"
"T075500_2.00","ATF7","Homo_sapiens","ENSG00000170653","bZIP,C2H2 ZF","D"
"T094871_2.00","BCL11A","Homo_sapiens","ENSG00000119866","C2H2 ZF","D"
"T094903_2.00","BCL11B","Homo_sapiens","ENSG00000127152","C2H2 ZF","D"
"T094856_2.00","BCL6","Homo_sapiens","ENSG00000113916","C2H2 ZF","D"
"T095014_2.00","BCL6B","Homo_sapiens","ENSG00000161940","C2H2 ZF","D"
"T094831_2.00","CTCF","Homo_sapiens","ENSG00000102974","C2H2 ZF","D"
"T094884_2.00","CTCFL","Homo_sapiens","ENSG00000124092","C2H2 ZF","D"
"T094780_2.00","DPF1","Homo_sapiens","ENSG00000011332","C2H2 ZF","D"
"T095066_2.00","E4F1","Homo_sapiens","ENSG00000167967","C2H2 ZF","D"
"T094872_2.00","EGR1","Homo_sapiens","ENSG00000120738","C2H2 ZF","D"
"T094882_2.00","EGR2","Homo_sapiens","ENSG00000122877","C2H2 ZF","D"
"T095176_2.00","EGR3","Homo_sapiens","ENSG00000179388","C2H2 ZF","D"
"T094930_2.00","EGR4","Homo_sapiens","ENSG00000135625","C2H2 ZF","D"
"T094907_2.00","FEZF1","Homo_sapiens","ENSG00000128610","C2H2 ZF","D"
"T095016_2.00","GFI1","Homo_sapiens","ENSG00000162676","C2H2 ZF","D"
"T095034_2.00","GFI1B","Homo_sapiens","ENSG00000165702","C2H2 ZF","D"
"T094851_2.00","GLI1","Homo_sapiens","ENSG00000111087","C2H2 ZF","D"
"T094799_2.00","GLI2","Homo_sapiens","ENSG00000074047","C2H2 ZF","D"
"T094846_2.00","GLI3","Homo_sapiens","ENSG00000106571","C2H2 ZF","D"
"T095469_2.00","GLI4","Homo_sapiens","ENSG00000250571","C2H2 ZF","D"
"T095134_2.00","GLIS1","Homo_sapiens","ENSG00000174332","C2H2 ZF","D"
"T094898_2.00","GLIS2","Homo_sapiens","ENSG00000126603","C2H2 ZF","D"
"T094847_2.00","GLIS3","Homo_sapiens","ENSG00000107249","C2H2 ZF","D"
"T094879_2.00","GTF3A","Homo_sapiens","ENSG00000122034","C2H2 ZF","D"
"T094893_2.00","GZF1","Homo_sapiens","ENSG00000125812","C2H2 ZF","D"
"T095155_2.00","HIC1","Homo_sapiens","ENSG00000177374","C2H2 ZF","D"
"T095078_2.00","HIC2","Homo_sapiens","ENSG00000169635","C2H2 ZF","D"
"T095118_2.00","HINFP","Homo_sapiens","ENSG00000172273","C2H2 ZF","D"
"T094779_2.00","HIVEP2","Homo_sapiens","ENSG00000010818","C2H2 ZF","D"
"T095204_2.00","HKR1","Homo_sapiens","ENSG00000181666","C2H2 ZF","D"
"T095237_2.00","IKZF1","Homo_sapiens","ENSG00000185811","C2H2 ZF","D"
"T094785_2.00","IKZF2","Homo_sapiens","ENSG00000030419","C2H2 ZF","D"
"T095010_2.00","IKZF3","Homo_sapiens","ENSG00000161405","C2H2 ZF","D"
"T095129_2.00","INSM1","Homo_sapiens","ENSG00000173404","C2H2 ZF","D"
"T094840_2.00","KLF1","Homo_sapiens","ENSG00000105610","C2H2 ZF","D"
"T094987_2.00","KLF10","Homo_sapiens","ENSG00000155090","C2H2 ZF","D"
"T095116_2.00","KLF11","Homo_sapiens","ENSG00000172059","C2H2 ZF","D"
"T094867_2.00","KLF12","Homo_sapiens","ENSG00000118922","C2H2 ZF","D"
"T095080_2.00","KLF13","Homo_sapiens","ENSG00000169926","C2H2 ZF","D"
"T095489_2.00","KLF14","Homo_sapiens","ENSG00000266265","C2H2 ZF","D"
"T095022_2.00","KLF15","Homo_sapiens","ENSG00000163884","C2H2 ZF","D"
"T094908_2.00","KLF16","Homo_sapiens","ENSG00000129911","C2H2 ZF","D"
"T095111_2.00","KLF17","Homo_sapiens","ENSG00000171872","C2H2 ZF","D"
"T094904_2.00","KLF2","Homo_sapiens","ENSG00000127528","C2H2 ZF","D"
"T094848_2.00","KLF3","Homo_sapiens","ENSG00000109787","C2H2 ZF","D"
"T094932_2.00","KLF4","Homo_sapiens","ENSG00000136826","C2H2 ZF","D"
"T094828_2.00","KLF5","Homo_sapiens","ENSG00000102554","C2H2 ZF","D"
"T094796_2.00","KLF6","Homo_sapiens","ENSG00000067082","C2H2 ZF","D"
"T094864_2.00","KLF7","Homo_sapiens","ENSG00000118263","C2H2 ZF","D"
"T094827_2.00","KLF8","Homo_sapiens","ENSG00000102349","C2H2 ZF","D"
"T094868_2.00","KLF9","Homo_sapiens","ENSG00000119138","C2H2 ZF","D"
"T094836_2.00","MAZ","Homo_sapiens","ENSG00000103495","C2H2 ZF","D"
"T094812_2.00","MECOM","Homo_sapiens","ENSG00000085276","C2H2 ZF","D"
"T095271_2.00","MTF1","Homo_sapiens","ENSG00000188786","C2H2 ZF","D"
"T094811_2.00","MYNN","Homo_sapiens","ENSG00000085274","C2H2 ZF","D"
"T094821_2.00","MZF1","Homo_sapiens","ENSG00000099326","C2H2 ZF","D"
"T094954_2.00","OSR1","Homo_sapiens","ENSG00000143867","C2H2 ZF","D"
"T095029_2.00","OSR2","Homo_sapiens","ENSG00000164920","C2H2 ZF","D"
"T095121_2.00","OVOL1","Homo_sapiens","ENSG00000172818","C2H2 ZF","D"
"T094895_2.00","OVOL2","Homo_sapiens","ENSG00000125850","C2H2 ZF","D"
"T094822_2.00","PATZ1","Homo_sapiens","ENSG00000100105","C2H2 ZF","D"
"T095205_2.00","PLAG1","Homo_sapiens","ENSG00000181690","C2H2 ZF","D"
"T094897_2.00","PLAGL2","Homo_sapiens","ENSG00000126003","C2H2 ZF","D"
"T094789_2.00","PRDM1","Homo_sapiens","ENSG00000057657","C2H2 ZF","D"
"T094913_2.00","PRDM12","Homo_sapiens","ENSG00000130711","C2H2 ZF","D"
"T094966_2.00","PRDM14","Homo_sapiens","ENSG00000147596","C2H2 ZF","D"
"T094946_2.00","PRDM15","Homo_sapiens","ENSG00000141956","C2H2 ZF","D"
"T094951_2.00","PRDM16","Homo_sapiens","ENSG00000142611","C2H2 ZF","D"
"T094850_2.00","PRDM4","Homo_sapiens","ENSG00000110851","C2H2 ZF","D"
"T094790_2.00","PRDM6","Homo_sapiens","ENSG00000061455","C2H2 ZF","D"
"T095025_2.00","PRDM9","Homo_sapiens","ENSG00000164256","C2H2 ZF","D"
"T094959_2.00","RBAK","Homo_sapiens","ENSG00000146587","C2H2 ZF","D"
"T094810_2.00","REST","Homo_sapiens","ENSG00000084093","C2H2 ZF","D"
"T094891_2.00","RREB1","Homo_sapiens","ENSG00000124782","C2H2 ZF","D"
"T095036_2.00","SALL2","Homo_sapiens","ENSG00000165821","C2H2 ZF","D"
"T094824_2.00","SALL4","Homo_sapiens","ENSG00000101115","C2H2 ZF","D"
"T095485_2.00","SCRT1","Homo_sapiens","ENSG00000261678","C2H2 ZF","D"
"T095442_2.00","SCRT2","Homo_sapiens","ENSG00000215397","C2H2 ZF","D"
"T094886_2.00","SNAI1","Homo_sapiens","ENSG00000124216","C2H2 ZF","D"
"T094783_2.00","SNAI2","Homo_sapiens","ENSG00000019549","C2H2 ZF","D"
"T095234_2.00","SNAI3","Homo_sapiens","ENSG00000185669","C2H2 ZF","D"
"T095233_2.00","SP1","Homo_sapiens","ENSG00000185591","C2H2 ZF","D"
"T095047_2.00","SP2","Homo_sapiens","ENSG00000167182","C2H2 ZF","D"
"T095122_2.00","SP3","Homo_sapiens","ENSG00000172845","C2H2 ZF","D"
"T094844_2.00","SP4","Homo_sapiens","ENSG00000105866","C2H2 ZF","D"
"T095408_2.00","SP5","Homo_sapiens","ENSG00000204335","C2H2 ZF","D"
"T095090_2.00","SP7","Homo_sapiens","ENSG00000170374","C2H2 ZF","D"
"T095027_2.00","SP8","Homo_sapiens","ENSG00000164651","C2H2 ZF","D"
"T095444_2.00","SP9","Homo_sapiens","ENSG00000217236","C2H2 ZF","D"
"T094931_2.00","VEZF1","Homo_sapiens","ENSG00000136451","C2H2 ZF","D"
"T095226_2.00","WT1","Homo_sapiens","ENSG00000184937","C2H2 ZF","D"
"T094823_2.00","YY1","Homo_sapiens","ENSG00000100811","C2H2 ZF","D"
"T095455_2.00","YY2","Homo_sapiens","ENSG00000230797","C2H2 ZF","D"
"T094794_2.00","ZBTB11","Homo_sapiens","ENSG00000066422","C2H2 ZF","D"
"T095409_2.00","ZBTB12","Homo_sapiens","ENSG00000204366","C2H2 ZF","D"
"T095372_2.00","ZBTB14","Homo_sapiens","ENSG00000198081","C2H2 ZF","D"
"T094849_2.00","ZBTB16","Homo_sapiens","ENSG00000109906","C2H2 ZF","D"
"T094860_2.00","ZBTB17","Homo_sapiens","ENSG00000116809","C2H2 ZF","D"
"T095177_2.00","ZBTB18","Homo_sapiens","ENSG00000179456","C2H2 ZF","D"
"T095202_2.00","ZBTB2","Homo_sapiens","ENSG00000181472","C2H2 ZF","D"
"T095206_2.00","ZBTB20","Homo_sapiens","ENSG00000181722","C2H2 ZF","D"
"T095460_2.00","ZBTB22","Homo_sapiens","ENSG00000236104","C2H2 ZF","D"
"T095102_2.00","ZBTB26","Homo_sapiens","ENSG00000171448","C2H2 ZF","D"
"T094781_2.00","ZBTB32","Homo_sapiens","ENSG00000011590","C2H2 ZF","D"
"T095156_2.00","ZBTB33","Homo_sapiens","ENSG00000177485","C2H2 ZF","D"
"T095232_2.00","ZBTB37","Homo_sapiens","ENSG00000185278","C2H2 ZF","D"
"T095179_2.00","ZBTB42","Homo_sapiens","ENSG00000179627","C2H2 ZF","D"
"T095075_2.00","ZBTB43","Homo_sapiens","ENSG00000169155","C2H2 ZF","D"
"T095293_2.00","ZBTB44","Homo_sapiens","ENSG00000196323","C2H2 ZF","D"
"T094869_2.00","ZBTB45","Homo_sapiens","ENSG00000119574","C2H2 ZF","D"
"T095417_2.00","ZBTB48","Homo_sapiens","ENSG00000204859","C2H2 ZF","D"
"T095072_2.00","ZBTB49","Homo_sapiens","ENSG00000168826","C2H2 ZF","D"
"T095243_2.00","ZBTB6","Homo_sapiens","ENSG00000186130","C2H2 ZF","D"
"T095173_2.00","ZBTB7A","Homo_sapiens","ENSG00000178951","C2H2 ZF","D"
"T095006_2.00","ZBTB7B","Homo_sapiens","ENSG00000160685","C2H2 ZF","D"
"T095225_2.00","ZBTB7C","Homo_sapiens","ENSG00000184828","C2H2 ZF","D"
"T095222_2.00","ZFP1","Homo_sapiens","ENSG00000184517","C2H2 ZF","D"
"T094947_2.00","ZFP14","Homo_sapiens","ENSG00000142065","C2H2 ZF","D"
"T095321_2.00","ZFP28","Homo_sapiens","ENSG00000196867","C2H2 ZF","D"
"T095192_2.00","ZFP3","Homo_sapiens","ENSG00000180787","C2H2 ZF","D"
"T095203_2.00","ZFP41","Homo_sapiens","ENSG00000181638","C2H2 ZF","D"
"T095174_2.00","ZFP42","Homo_sapiens","ENSG00000179059","C2H2 ZF","D"
"T095416_2.00","ZFP57","Homo_sapiens","ENSG00000204644","C2H2 ZF","D"
"T094784_2.00","ZFP64","Homo_sapiens","ENSG00000020256","C2H2 ZF","D"
"T095261_2.00","ZFP69","Homo_sapiens","ENSG00000187815","C2H2 ZF","D"
"T095260_2.00","ZFP69B","Homo_sapiens","ENSG00000187801","C2H2 ZF","D"
"T095196_2.00","ZFP82","Homo_sapiens","ENSG00000181007","C2H2 ZF","D"
"T095227_2.00","ZFP90","Homo_sapiens","ENSG00000184939","C2H2 ZF","D"
"T095281_2.00","ZFP92","Homo_sapiens","ENSG00000189420","C2H2 ZF","D"
"T094775_2.00","ZFX","Homo_sapiens","ENSG00000005889","C2H2 ZF","D"
"T094981_2.00","ZIC1","Homo_sapiens","ENSG00000152977","C2H2 ZF","D"
"T094786_2.00","ZIC2","Homo_sapiens","ENSG00000043355","C2H2 ZF","D"
"T094989_2.00","ZIC3","Homo_sapiens","ENSG00000156925","C2H2 ZF","D"
"T095137_2.00","ZIC4","Homo_sapiens","ENSG00000174963","C2H2 ZF","D"
"T094941_2.00","ZIC5","Homo_sapiens","ENSG00000139800","C2H2 ZF","D"
"T095108_2.00","ZIK1","Homo_sapiens","ENSG00000171649","C2H2 ZF","D"
"T095496_2.00","ZIM2","Homo_sapiens","ENSG00000269699","C2H2 ZF","D"
"T094945_2.00","ZIM3","Homo_sapiens","ENSG00000141946","C2H2 ZF","D"
"T094845_2.00","ZKSCAN1","Homo_sapiens","ENSG00000106261","C2H2 ZF","D"
"T095280_2.00","ZKSCAN3","Homo_sapiens","ENSG00000189298","C2H2 ZF","D"
"T095311_2.00","ZKSCAN5","Homo_sapiens","ENSG00000196652","C2H2 ZF","D"
"T095294_2.00","ZKSCAN7","Homo_sapiens","ENSG00000196345","C2H2 ZF","D"
"T095475_2.00","ZNF10","Homo_sapiens","ENSG00000256223","C2H2 ZF","D"
"T095327_2.00","ZNF100","Homo_sapiens","ENSG00000197020","C2H2 ZF","D"
"T095208_2.00","ZNF101","Homo_sapiens","ENSG00000181896","C2H2 ZF","D"
"T095163_2.00","ZNF114","Homo_sapiens","ENSG00000178150","C2H2 ZF","D"
"T095026_2.00","ZNF12","Homo_sapiens","ENSG00000164631","C2H2 ZF","D"
"T095366_2.00","ZNF121","Homo_sapiens","ENSG00000197961","C2H2 ZF","D"
"T095302_2.00","ZNF124","Homo_sapiens","ENSG00000196418","C2H2 ZF","D"
"T094926_2.00","ZNF132","Homo_sapiens","ENSG00000131849","C2H2 ZF","D"
"T094894_2.00","ZNF133","Homo_sapiens","ENSG00000125846","C2H2 ZF","D"
"T095428_2.00","ZNF134","Homo_sapiens","ENSG00000213762","C2H2 ZF","D"
"T095148_2.00","ZNF135","Homo_sapiens","ENSG00000176293","C2H2 ZF","D"
"T095310_2.00","ZNF136","Homo_sapiens","ENSG00000196646","C2H2 ZF","D"
"T095299_2.00","ZNF140","Homo_sapiens","ENSG00000196387","C2H2 ZF","D"
"T094922_2.00","ZNF141","Homo_sapiens","ENSG00000131127","C2H2 ZF","D"
"T095041_2.00","ZNF143","Homo_sapiens","ENSG00000166478","C2H2 ZF","D"
"T095059_2.00","ZNF146","Homo_sapiens","ENSG00000167635","C2H2 ZF","D"
"T095021_2.00","ZNF148","Homo_sapiens","ENSG00000163848","C2H2 ZF","D"
"T095180_2.00","ZNF154","Homo_sapiens","ENSG00000179909","C2H2 ZF","D"
"T094961_2.00","ZNF157","Homo_sapiens","ENSG00000147117","C2H2 ZF","D"
"T095092_2.00","ZNF16","Homo_sapiens","ENSG00000170631","C2H2 ZF","D"
"T095143_2.00","ZNF169","Homo_sapiens","ENSG00000175787","C2H2 ZF","D"
"T095245_2.00","ZNF17","Homo_sapiens","ENSG00000186272","C2H2 ZF","D"
"T094834_2.00","ZNF174","Homo_sapiens","ENSG00000103343","C2H2 ZF","D"
"T094839_2.00","ZNF175","Homo_sapiens","ENSG00000105497","C2H2 ZF","D"
"T095269_2.00","ZNF177","Homo_sapiens","ENSG00000188629","C2H2 ZF","D"
"T094986_2.00","ZNF18","Homo_sapiens","ENSG00000154957","C2H2 ZF","D"
"T095051_2.00","ZNF180","Homo_sapiens","ENSG00000167384","C2H2 ZF","D"
"T095358_2.00","ZNF181","Homo_sapiens","ENSG00000197841","C2H2 ZF","D"
"T094962_2.00","ZNF182","Homo_sapiens","ENSG00000147118","C2H2 ZF","D"
"T094820_2.00","ZNF184","Homo_sapiens","ENSG00000096654","C2H2 ZF","D"
"T094934_2.00","ZNF189","Homo_sapiens","ENSG00000136870","C2H2 ZF","D"
"T094990_2.00","ZNF19","Homo_sapiens","ENSG00000157429","C2H2 ZF","D"
"T095249_2.00","ZNF197","Homo_sapiens","ENSG00000186448","C2H2 ZF","D"
"T095501_2.00","ZNF2","Homo_sapiens","ENSG00000275111","C2H2 ZF","D"
"T094778_2.00","ZNF200","Homo_sapiens","ENSG00000010539","C2H2 ZF","D"
"T095038_2.00","ZNF202","Homo_sapiens","ENSG00000166261","C2H2 ZF","D"
"T094880_2.00","ZNF205","Homo_sapiens","ENSG00000122386","C2H2 ZF","D"
"T094877_2.00","ZNF211","Homo_sapiens","ENSG00000121417","C2H2 ZF","D"
"T095087_2.00","ZNF212","Homo_sapiens","ENSG00000170260","C2H2 ZF","D"
"T094813_2.00","ZNF213","Homo_sapiens","ENSG00000085644","C2H2 ZF","D"
"T094969_2.00","ZNF214","Homo_sapiens","ENSG00000149050","C2H2 ZF","D"
"T095112_2.00","ZNF217","Homo_sapiens","ENSG00000171940","C2H2 ZF","D"
"T095035_2.00","ZNF219","Homo_sapiens","ENSG00000165804","C2H2 ZF","D"
"T095032_2.00","ZNF22","Homo_sapiens","ENSG00000165512","C2H2 ZF","D"
"T094996_2.00","ZNF222","Homo_sapiens","ENSG00000159885","C2H2 ZF","D"
"T095169_2.00","ZNF223","Homo_sapiens","ENSG00000178386","C2H2 ZF","D"
"T095493_2.00","ZNF224","Homo_sapiens","ENSG00000267680","C2H2 ZF","D"
"T095477_2.00","ZNF225","Homo_sapiens","ENSG00000256294","C2H2 ZF","D"
"T095049_2.00","ZNF23","Homo_sapiens","ENSG00000167377","C2H2 ZF","D"
"T095064_2.00","ZNF232","Homo_sapiens","ENSG00000167840","C2H2 ZF","D"
"T094999_2.00","ZNF235","Homo_sapiens","ENSG00000159917","C2H2 ZF","D"
"T094917_2.00","ZNF236","Homo_sapiens","ENSG00000130856","C2H2 ZF","D"
"T095119_2.00","ZNF24","Homo_sapiens","ENSG00000172466","C2H2 ZF","D"
"T095374_2.00","ZNF248","Homo_sapiens","ENSG00000198105","C2H2 ZF","D"
