"ID","Name","Species","GeneID","Family","Evidence"
"T131834_2.00","COM2","Saccharomyces_cerevisiae","YER130C","C2H2 ZF","D"
"T131853_2.00","CRZ1","Saccharomyces_cerevisiae","YNL027W","C2H2 ZF","D"
"T131838_2.00","FZF1","Saccharomyces_cerevisiae","YGL254W","C2H2 ZF","D"
"T131828_2.00","GIS1","Saccharomyces_cerevisiae","YDR096W","C2H2 ZF","D"
"T131855_2.00","MET31","Saccharomyces_cerevisiae","YPL038W","C2H2 ZF","D"
"T131831_2.00","MET32","Saccharomyces_cerevisiae","YDR253C","C2H2 ZF","D"
"T131836_2.00","MIG1","Saccharomyces_cerevisiae","YGL035C","C2H2 ZF","D"
"T131837_2.00","MIG2","Saccharomyces_cerevisiae","YGL209W","C2H2 ZF","D"
"T131833_2.00","MIG3","Saccharomyces_cerevisiae","YER028C","C2H2 ZF","D"
"T131851_2.00","MOT3","Saccharomyces_cerevisiae","YMR070W","C2H2 ZF","D"
"T131850_2.00","MSN2","Saccharomyces_cerevisiae","YMR037C","C2H2 ZF","D"
"T131845_2.00","MSN4","Saccharomyces_cerevisiae","YKL062W","C2H2 ZF","D"
"T131827_2.00","NRG1","Saccharomyces_cerevisiae","YDR043C","C2H2 ZF","D"
"T131822_2.00","NRG2","Saccharomyces_cerevisiae","YBR066C","C2H2 ZF","D"
"T131860_2.00","PZF1","Saccharomyces_cerevisiae","YPR186C","C2H2 ZF","D"
"T131823_2.00","REI1","Saccharomyces_cerevisiae","YBR267W","C2H2 ZF","D"
"T131852_2.00","RGM1","Saccharomyces_cerevisiae","YMR182C","C2H2 ZF","D"
"T131841_2.00","RIM101","Saccharomyces_cerevisiae","YHL027W","C2H2 ZF","D"
"T131839_2.00","RME1","Saccharomyces_cerevisiae","YGR044C","C2H2 ZF","D"
"T131835_2.00","RPH1","Saccharomyces_cerevisiae","YER169W","C2H2 ZF","D"
"T131824_2.00","RPN4","Saccharomyces_cerevisiae","YDL020C","C2H2 ZF","D"
"T131844_2.00","RSF2","Saccharomyces_cerevisiae","YJR127C","C2H2 ZF","D"
"T131848_2.00","SFP1","Saccharomyces_cerevisiae","YLR403W","C2H2 ZF","D"
"T131832_2.00","STP1","Saccharomyces_cerevisiae","YDR463W","C2H2 ZF","D"
"T131842_2.00","STP2","Saccharomyces_cerevisiae","YHR006W","C2H2 ZF","D"
"T131847_2.00","STP3","Saccharomyces_cerevisiae","YLR375W","C2H2 ZF","D"
"T131825_2.00","STP4","Saccharomyces_cerevisiae","YDL048C","C2H2 ZF","D"
"T131829_2.00","SWI5","Saccharomyces_cerevisiae","YDR146C","C2H2 ZF","D"
"T131849_2.00","TDA9","Saccharomyces_cerevisiae","YML081W","C2H2 ZF","D"
"T131856_2.00","USV1","Saccharomyces_cerevisiae","YPL230W","C2H2 ZF","D"
"T131840_2.00","YGR067C","Saccharomyces_cerevisiae","YGR067C","C2H2 ZF","D"
"T131858_2.00","YPR015C","Saccharomyces_cerevisiae","YPR015C","C2H2 ZF","D"
"T131859_2.00","YPR022C","Saccharomyces_cerevisiae","YPR022C","C2H2 ZF","D"
"T131843_2.00","ZAP1","Saccharomyces_cerevisiae","YJL056C","C2H2 ZF","D"
"T160514_2.00","HAP2","Saccharomyces_cerevisiae","YGL237C","CBF/NF-Y","D"
"T164130_2.00","CUP2","Saccharomyces_cerevisiae","YGL166W","Copper fist","D"
"T164132_2.00","HAA1","Saccharomyces_cerevisiae","YPR008W","Copper fist","D"
"T164131_2.00","MAC1","Saccharomyces_cerevisiae","YMR021C","Copper fist","D"
"T188840_2.00","FHL1","Saccharomyces_cerevisiae","YPR104C","Forkhead","D"
"T188838_2.00","FKH1","Saccharomyces_cerevisiae","YIL131C","Forkhead","D"
"T188839_2.00","FKH2","Saccharomyces_cerevisiae","YNL068C","Forkhead","D"
"T188837_2.00","HCM1","Saccharomyces_cerevisiae","YCR065W","Forkhead","D"
"T195741_2.00","ASH1","Saccharomyces_cerevisiae","YKL185W","GATA","D"
"T195742_2.00","DAL80","Saccharomyces_cerevisiae","YKR034W","GATA","D"
"T195745_2.00","ECM23","Saccharomyces_cerevisiae","YPL021W","GATA","D"
"T195738_2.00","GAT1","Saccharomyces_cerevisiae","YFL021W","GATA","D"
"T195743_2.00","GAT3","Saccharomyces_cerevisiae","YLR013W","GATA","D"
"T195739_2.00","GAT4","Saccharomyces_cerevisiae","YIR013C","GATA","D"
"T195737_2.00","GLN3","Saccharomyces_cerevisiae","YER040W","GATA","D"
"T195740_2.00","GZF3","Saccharomyces_cerevisiae","YJL110C","GATA","D"
"T195736_2.00","SRD1","Saccharomyces_cerevisiae","YCR018C","GATA","D"
"T198678_2.00","GCR1","Saccharomyces_cerevisiae","YPL075W","GCR1","D"
"T198677_2.00","MSN1","Saccharomyces_cerevisiae","YOL116W","GCR1","D"
"T224763_2.00","CUP9","Saccharomyces_cerevisiae","YPL177C","Homeodomain","D"
"T224755_2.00","HMLALPHA2","Saccharomyces_cerevisiae","YCL067C","Homeodomain","D"
"T224758_2.00","HMRA1","Saccharomyces_cerevisiae","YCR097W","Homeodomain","D"
"T224757_2.00","HMRA2","Saccharomyces_cerevisiae","YCR096C","Homeodomain","D"
"T224756_2.00","MATALPHA2","Saccharomyces_cerevisiae","YCR039C","Homeodomain","D"
"T224759_2.00","PHO2","Saccharomyces_cerevisiae","YDL106C","Homeodomain","D"
"T224761_2.00","TOS8","Saccharomyces_cerevisiae","YGL096W","Homeodomain","D"
"T224760_2.00","YHP1","Saccharomyces_cerevisiae","YDR451C","Homeodomain","D"
"T224762_2.00","YOX1","Saccharomyces_cerevisiae","YML027W","Homeodomain","D"
"T242486_2.00","HMS2","Saccharomyces_cerevisiae","YJR147W","HSF","D"
"T242483_2.00","HSF1","Saccharomyces_cerevisiae","YGL073W","HSF","D"
"T242484_2.00","MGA1","Saccharomyces_cerevisiae","YGR249W","HSF","D"
"T242487_2.00","SFL1","Saccharomyces_cerevisiae","YOR140W","HSF","D"
"T242485_2.00","SKN7","Saccharomyces_cerevisiae","YHR206W","HSF","D"
"T256840_2.00","ARG80","Saccharomyces_cerevisiae","YMR042W","MADS box","D"
"T256841_2.00","MCM1","Saccharomyces_cerevisiae","YMR043W","MADS box","D"
"T256842_2.00","RLM1","Saccharomyces_cerevisiae","YPL089C","MADS box","D"
"T256839_2.00","SMP1","Saccharomyces_cerevisiae","YBR182C","MADS box","D"
"T259802_2.00","MATALPHA1","Saccharomyces_cerevisiae","YCR040W","MATalpha_HMGbox","D"
"T282183_2.00","BAS1","Saccharomyces_cerevisiae","YKR099W","Myb/SANT","D"
"T282181_2.00","DOT6","Saccharomyces_cerevisiae","YER088C","Myb/SANT","D"
"T282179_2.00","NSI1","Saccharomyces_cerevisiae","YDR026C","Myb/SANT","D"
"T282177_2.00","REB1","Saccharomyces_cerevisiae","YBR049C","Myb/SANT","D"
"T282185_2.00","TBF1","Saccharomyces_cerevisiae","YPL128C","Myb/SANT","D"
"T282176_2.00","TOD6","Saccharomyces_cerevisiae","YBL054W","Myb/SANT","D"
"T300159_2.00","NDT80","Saccharomyces_cerevisiae","YHR124W","Ndt80/PhoG","D"
"T316925_2.00","RAP1","Saccharomyces_cerevisiae","YNL216W","Rap1","D"
"T318857_2.00","RFX1","Saccharomyces_cerevisiae","YLR176C","RFX","D"
"T319272_2.00","MOT2","Saccharomyces_cerevisiae","YER068W","RRM","D"
"T333324_2.00","ABF2","Saccharomyces_cerevisiae","YMR072W","Sox","D"
"T333322_2.00","HMO1","Saccharomyces_cerevisiae","YDR174W","Sox","D"
"T333323_2.00","IXR1","Saccharomyces_cerevisiae","YKL032C","Sox","D"
"T333321_2.00","NHP10","Saccharomyces_cerevisiae","YDL002C","Sox","D"
"T333325_2.00","NHP6A","Saccharomyces_cerevisiae","YPR052C","Sox","D"
"T333320_2.00","NHP6B","Saccharomyces_cerevisiae","YBR089C-A","Sox","D"
"T333326_2.00","ROX1","Saccharomyces_cerevisiae","YPR065W","Sox","D"
"T338136_2.00","STE12","Saccharomyces_cerevisiae","YHR084W","STE","D"
"T343007_2.00","SPT15","Saccharomyces_cerevisiae","YER148W","TBP","D"
"T346956_2.00","TEC1","Saccharomyces_cerevisiae","YBR083W","TEA","D"
"T350350_2.00","ARG5,6","Saccharomyces_cerevisiae","YER069W","Unknown","D"
"T350375_2.00","CAR1","Saccharomyces_cerevisiae","YPL111W","Unknown","D"
"T350372_2.00","DAL82","Saccharomyces_cerevisiae","YNL314W","Unknown","D"
"T350365_2.00","DAT1","Saccharomyces_cerevisiae","YML113W","Unknown","D"
"T350351_2.00","FLO8","Saccharomyces_cerevisiae","YER109C","Unknown","D"
"T350338_2.00","FLP1","Saccharomyces_cerevisiae","R0010W","Unknown","D"
"T350344_2.00","FYV5","Saccharomyces_cerevisiae","YCL058C","Unknown","D"
"T350371_2.00","GCR2","Saccharomyces_cerevisiae","YNL199C","Unknown","D"
"T350355_2.00","GTS1","Saccharomyces_cerevisiae","YGL181W","Unknown","D"
"T350342_2.00","HAP3","Saccharomyces_cerevisiae","YBL021C","Unknown","D"
"T350361_2.00","HAP4","Saccharomyces_cerevisiae","YKL109W","Unknown","D"
"T350374_2.00","HAP5","Saccharomyces_cerevisiae","YOR358W","Unknown","D"
"T350347_2.00","HEL2","Saccharomyces_cerevisiae","YDR266C","Unknown","D"
"T350362_2.00","IFH1","Saccharomyces_cerevisiae","YLR223C","Unknown","D"
"T350359_2.00","IME1","Saccharomyces_cerevisiae","YJR094C","Unknown","D"
"T350356_2.00","IME4","Saccharomyces_cerevisiae","YGL192W","Unknown","D"
"T350349_2.00","JHD1","Saccharomyces_cerevisiae","YER051W","Unknown","D"
"T350343_2.00","KAR4","Saccharomyces_cerevisiae","YCL055W","Unknown","D"
"T350369_2.00","MET4","Saccharomyces_cerevisiae","YNL103W","Unknown","D"
"T350368_2.00","MSS11","Saccharomyces_cerevisiae","YMR164C","Unknown","D"
"T350357_2.00","OPI1","Saccharomyces_cerevisiae","YHL020C","Unknown","D"
"T350363_2.00","ORC1","Saccharomyces_cerevisiae","YML065W","Unknown","D"
"T350353_2.00","OTU1","Saccharomyces_cerevisiae","YFL044C","Unknown","D"
"T350345_2.00","PDC2","Saccharomyces_cerevisiae","YDR081C","Unknown","D"
"T350367_2.00","RCO1","Saccharomyces_cerevisiae","YMR075W","Unknown","D"
"T350377_2.00","SMK1","Saccharomyces_cerevisiae","YPR054W","Unknown","D"
"T350348_2.00","SNF1","Saccharomyces_cerevisiae","YDR477W","Unknown","D"
"T350354_2.00","SNT2","Saccharomyces_cerevisiae","YGL131C","Unknown","D"
"T350358_2.00","SPT10","Saccharomyces_cerevisiae","YJL127C","Unknown","D"
"T350352_2.00","SPT2","Saccharomyces_cerevisiae","YER161C","Unknown","D"
"T350360_2.00","SPT23","Saccharomyces_cerevisiae","YKL020C","Unknown","D"
"T350366_2.00","STB2","Saccharomyces_cerevisiae","YMR053C","Unknown","D"
"T350346_2.00","STB3","Saccharomyces_cerevisiae","YDR169C","Unknown","D"
"T350378_2.00","SUA7","Saccharomyces_cerevisiae","YPR086W","Unknown","D"
"T350370_2.00","THO2","Saccharomyces_cerevisiae","YNL139C","Unknown","D"
"T350376_2.00","UME1","Saccharomyces_cerevisiae","YPL139C","Unknown","D"
"T350364_2.00","WAR1","Saccharomyces_cerevisiae","YML076C","Unknown","D"
"T350373_2.00","WTM1","Saccharomyces_cerevisiae","YOR230W","Unknown","D"
"T350445_2.00","VHR1","Saccharomyces_cerevisiae","YIL056W","VHR1","D"
"T350444_2.00","VHR2","Saccharomyces_cerevisiae","YER064C","VHR1","D"
"T388368_2.00","ARG81","Saccharomyces_cerevisiae","YML099C","Zinc cluster","D"
"T388342_2.00","ARO80","Saccharomyces_cerevisiae","YDR421W","Zinc cluster","D"
"T388351_2.00","ASG1","Saccharomyces_cerevisiae","YIL130W","Zinc cluster","D"
"T388371_2.00","CAT8","Saccharomyces_cerevisiae","YMR280C","Zinc cluster","D"
"T388370_2.00","CEP3","Saccharomyces_cerevisiae","YMR168C","Zinc cluster","D"
"T388362_2.00","CHA4","Saccharomyces_cerevisiae","YLR098C","Zinc cluster","D"
"T388352_2.00","DAL81","Saccharomyces_cerevisiae","YIR023W","Zinc cluster","D"
"T388363_2.00","ECM22","Saccharomyces_cerevisiae","YLR228C","Zinc cluster","D"
"T388331_2.00","EDS1","Saccharomyces_cerevisiae","YBR033W","Zinc cluster","D"
"T388333_2.00","ERT1","Saccharomyces_cerevisiae","YBR239C","Zinc cluster","D"
"T388380_2.00","GAL4","Saccharomyces_cerevisiae","YPL248C","Zinc cluster","D"
"T388354_2.00","GSM1","Saccharomyces_cerevisiae","YJL103C","Zinc cluster","D"
"T388373_2.00","HAL9","Saccharomyces_cerevisiae","YOL089C","Zinc cluster","D"
"T388364_2.00","HAP1","Saccharomyces_cerevisiae","YLR256W","Zinc cluster","D"
"T388367_2.00","LEU3","Saccharomyces_cerevisiae","YLR451W","Zinc cluster","D"
"T388338_2.00","LYS14","Saccharomyces_cerevisiae","YDR034C","Zinc cluster","D"
"T373455_2.00","MAL63_YEASX","Saccharomyces_cerevisiae","MAL63_YEASX","Zinc cluster","D"
"T388276_2.00","OAF1","Saccharomyces_cerevisiae","YAL051W","Zinc cluster","D"
"T388346_2.00","PDR1","Saccharomyces_cerevisiae","YGL013C","Zinc cluster","D"
"T388329_2.00","PDR3","Saccharomyces_cerevisiae","YBL005W","Zinc cluster","D"
"T388365_2.00","PDR8","Saccharomyces_cerevisiae","YLR266C","Zinc cluster","D"
"T388361_2.00","PPR1","Saccharomyces_cerevisiae","YLR014C","Zinc cluster","D"
"T388356_2.00","PUT3","Saccharomyces_cerevisiae","YKL015W","Zinc cluster","D"
"T388378_2.00","RDR1","Saccharomyces_cerevisiae","YOR380W","Zinc cluster","D"
"T388336_2.00","RDS1","Saccharomyces_cerevisiae","YCR106W","Zinc cluster","D"
"T388379_2.00","RDS2","Saccharomyces_cerevisiae","YPL133C","Zinc cluster","D"
"T388357_2.00","RGT1","Saccharomyces_cerevisiae","YKL038W","Zinc cluster","D"
"T388341_2.00","RSC3","Saccharomyces_cerevisiae","YDR303C","Zinc cluster","D"
"T388349_2.00","RSC30","Saccharomyces_cerevisiae","YHR056C","Zinc cluster","D"
"T388353_2.00","SIP4","Saccharomyces_cerevisiae","YJL089W","Zinc cluster","D"
"T388369_2.00","STB4","Saccharomyces_cerevisiae","YMR019W","Zinc cluster","D"
"T388350_2.00","STB5","Saccharomyces_cerevisiae","YHR178W","Zinc cluster","D"
"T388347_2.00","SUT1","Saccharomyces_cerevisiae","YGL162W","Zinc cluster","D"
"T388381_2.00","SUT2","Saccharomyces_cerevisiae","YPR009W","Zinc cluster","D"
"T388332_2.00","TBS1","Saccharomyces_cerevisiae","YBR150C","Zinc cluster","D"
"T388376_2.00","TEA1","Saccharomyces_cerevisiae","YOR337W","Zinc cluster","D"
"T388334_2.00","THI2","Saccharomyces_cerevisiae","YBR240C","Zinc cluster","D"
"T388344_2.00","TOG1","Saccharomyces_cerevisiae","YER184C","Zinc cluster","D"
"T388337_2.00","UGA3","Saccharomyces_cerevisiae","YDL170W","Zinc cluster","D"
"T388339_2.00","UME6","Saccharomyces_cerevisiae","YDR207C","Zinc cluster","D"
"T388340_2.00","UPC2","Saccharomyces_cerevisiae","YDR213W","Zinc cluster","D"
"T388343_2.00","URC2","Saccharomyces_cerevisiae","YDR520C","Zinc cluster","D"
"T388358_2.00","YKL222C","Saccharomyces_cerevisiae","YKL222C","Zinc cluster","D"
"T388360_2.00","YLL054C","Saccharomyces_cerevisiae","YLL054C","Zinc cluster","D"
"T388366_2.00","YLR278C","Saccharomyces_cerevisiae","YLR278C","Zinc cluster","D"
"T388372_2.00","YNR063W","Saccharomyces_cerevisiae","YNR063W","Zinc cluster","D"
"T388382_2.00","YPR196W","Saccharomyces_cerevisiae","YPR196W","Zinc cluster","D"
"T388375_2.00","YRM1","Saccharomyces_cerevisiae","YOR172W","Zinc cluster","D"
"T388374_2.00","YRR1","Saccharomyces_cerevisiae","YOR162C","Zinc cluster","D"
"T015814_2.00","ECM5","Saccharomyces_cerevisiae","YMR176W","ARID/BRIGHT","I"
"T017886_2.00","ORC2","Saccharomyces_cerevisiae","YBR060C","AT hook","I"
"T259801_2.00","HMLALPHA1","Saccharomyces_cerevisiae","YCL066W","MATalpha_HMGbox","I"
"T015815_2.00","SWI1","Saccharomyces_cerevisiae","YPL016W","ARID/BRIGHT","N"
"T027919_2.00","ENV11","Saccharomyces_cerevisiae","YGR071C","BED ZF","N"
"T069498_2.00","NDL1","Saccharomyces_cerevisiae","YLR254C","bZIP","N"
"T131826_2.00","BRE1","Saccharomyces_cerevisiae","YDL074C","C2H2 ZF","N"
"T195744_2.00","GAT2","Saccharomyces_cerevisiae","YMR136W","GATA","N"
"T198674_2.00","CBF2","Saccharomyces_cerevisiae","YGR140W","GCR1","N"
"T198676_2.00","HOT1","Saccharomyces_cerevisiae","YMR172W","GCR1","N"
"T198675_2.00","YMR111C","Saccharomyces_cerevisiae","YMR111C","GCR1","N"
"T282184_2.00","CEF1","Saccharomyces_cerevisiae","YMR213W","Myb/SANT","N"
"T282182_2.00","CHD1","Saccharomyces_cerevisiae","YER164W","Myb/SANT","N"
"T282180_2.00","EAF1","Saccharomyces_cerevisiae","YDR359C","Myb/SANT","N"
"T282178_2.00","SNT1","Saccharomyces_cerevisiae","YCR033W","Myb/SANT","N"
"T300864_2.00","FAP1","Saccharomyces_cerevisiae","YNL023C","NFX","N"
"T388348_2.00","MAL13","Saccharomyces_cerevisiae","YGR288W","Zinc cluster","N"
"T388335_2.00","MAL33","Saccharomyces_cerevisiae","YBR297W","Zinc cluster","N"
"T388359_2.00","OAF3","Saccharomyces_cerevisiae","YKR064W","Zinc cluster","N"
"T388377_2.00","PIP2","Saccharomyces_cerevisiae","YOR363C","Zinc cluster","N"
"T388330_2.00","SEF1","Saccharomyces_cerevisiae","YBL066C","Zinc cluster","N"
"T388345_2.00","YFL052W","Saccharomyces_cerevisiae","YFL052W","Zinc cluster","N"
"T388355_2.00","YJL206C","Saccharomyces_cerevisiae","YJL206C","Zinc cluster","N"
