Alias	Assay_Type	AvgSpotLen	BioSample	Description	ENA_FIRST_PUBLIC	Experiment	INSDC_first_public	INSDC_last_update	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	SRA_accession	Sample_Name	Title	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_checklist	INSDC_center_name	INSDC_status	Library_Name	Platform	SRA_Study
HOXA7_eDBD_1_KR_TGGGCT40NGTT	SELEX	40	SAMEA3524803	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082875	2015-09-10T17:01:22Z	2018-03-09T13:28:05Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	22	14	synthetic construct	2015-10-26	ERR1003851	ERS831952	ERS831952	SAMEA3524803 ERS831952	mHT-SELEX sample HOXA7_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA7_eDBD_2_KR_TGGCTA40NTCC	SELEX	40	SAMEA3524804	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082876	2015-09-10T17:01:22Z	2018-03-09T13:28:05Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	14	8	synthetic construct	2015-10-26	ERR1003852	ERS831953	ERS831953	SAMEA3524804 ERS831953	HT-SELEX sample HOXA7_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA7_eDBD_2_KR_TGGGCT40NGTT	SELEX	40	SAMEA3524805	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082877	2015-09-10T17:01:22Z	2018-03-09T13:28:05Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	13	7	synthetic construct	2015-10-26	ERR1003853	ERS831954	ERS831954	SAMEA3524805 ERS831954	mHT-SELEX sample HOXA7_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA7_eDBD_3_KR_TGGCTA40NTCC	SELEX	40	SAMEA3524806	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082878	2015-09-10T17:01:22Z	2018-03-09T13:28:05Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	10	6	synthetic construct	2015-10-26	ERR1003854	ERS831955	ERS831955	SAMEA3524806 ERS831955	HT-SELEX sample HOXA7_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA7_eDBD_3_KR_TGGGCT40NGTT	SELEX	40	SAMEA3524807	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082879	2015-09-10T17:01:23Z	2018-03-09T13:30:41Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	9	5	synthetic construct	2015-10-26	ERR1003855	ERS831956	ERS831956	SAMEA3524807 ERS831956	mHT-SELEX sample HOXA7_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA7_eDBD_4_KR_TGGCTA40NTCC	SELEX	40	SAMEA3524808	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082880	2015-09-10T17:01:22Z	2018-03-09T13:28:05Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	14	9	synthetic construct	2015-10-26	ERR1003856	ERS831957	ERS831957	SAMEA3524808 ERS831957	HT-SELEX sample HOXA7_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA7_eDBD_4_KR_TGGGCT40NGTT	SELEX	40	SAMEA3524809	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082881	2015-09-10T17:01:22Z	2018-03-09T13:28:05Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	13	8	synthetic construct	2015-10-26	ERR1003857	ERS831958	ERS831958	SAMEA3524809 ERS831958	mHT-SELEX sample HOXA7_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA9_FL_1_KAE_TACTCG40NCAA	SELEX	40	SAMEA3524810	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082882	2015-09-10T17:01:22Z	2018-03-09T13:28:10Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	11	6	synthetic construct	2015-10-26	ERR1003858	ERS831959	ERS831959	SAMEA3524810 ERS831959	mHT-SELEX sample HOXA9_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA9_FL_1_KAE_TTCTAC40NCGA	SELEX	40	SAMEA3524811	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082883	2015-09-10T17:01:23Z	2018-03-09T13:30:41Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	10	6	synthetic construct	2015-10-26	ERR1003859	ERS831960	ERS831960	SAMEA3524811 ERS831960	HT-SELEX sample HOXA9_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA9_FL_2_KAE_TACTCG40NCAA	SELEX	40	SAMEA3524812	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082884	2015-09-10T17:01:22Z	2018-03-09T13:28:52Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	6	4	synthetic construct	2015-10-26	ERR1003860	ERS831961	ERS831961	SAMEA3524812 ERS831961	mHT-SELEX sample HOXA9_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA9_FL_2_KAE_TTCTAC40NCGA	SELEX	40	SAMEA3524813	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082885	2015-09-10T17:01:22Z	2018-03-09T13:28:10Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	8	4	synthetic construct	2015-10-26	ERR1003861	ERS831962	ERS831962	SAMEA3524813 ERS831962	HT-SELEX sample HOXA9_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA9_FL_3_KAE_TACTCG40NCAA	SELEX	40	SAMEA3524814	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082886	2015-09-10T17:01:22Z	2018-03-09T13:28:52Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	9	5	synthetic construct	2015-10-26	ERR1003862	ERS831963	ERS831963	SAMEA3524814 ERS831963	mHT-SELEX sample HOXA9_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA9_FL_3_KAE_TTCTAC40NCGA	SELEX	40	SAMEA3524815	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082887	2015-09-10T17:01:22Z	2018-03-09T13:28:52Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	8	4	synthetic construct	2015-10-26	ERR1003863	ERS831964	ERS831964	SAMEA3524815 ERS831964	HT-SELEX sample HOXA9_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA9_FL_4_KAE_TACTCG40NCAA	SELEX	40	SAMEA3524816	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082888	2015-09-10T17:01:22Z	2018-03-09T13:28:53Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	11	7	synthetic construct	2015-10-26	ERR1003864	ERS831965	ERS831965	SAMEA3524816 ERS831965	mHT-SELEX sample HOXA9_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA9_FL_4_KAE_TTCTAC40NCGA	SELEX	40	SAMEA3524817	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082889	2015-09-10T17:01:22Z	2018-03-09T13:28:53Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	14	8	synthetic construct	2015-10-26	ERR1003865	ERS831966	ERS831966	SAMEA3524817 ERS831966	HT-SELEX sample HOXA9_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB1_eDBD_1_KO_TAAAGT40NAGC	SELEX	40	SAMEA3524818	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082890	2015-09-10T17:01:22Z	2018-03-09T13:28:10Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	10	7	synthetic construct	2015-10-26	ERR1003866	ERS831967	ERS831967	SAMEA3524818 ERS831967	HT-SELEX sample HOXB1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB1_eDBD_1_KO_TGCACA40NATA	SELEX	40	SAMEA3524819	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082891	2015-09-10T17:01:23Z	2018-03-09T13:30:06Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	12	7	synthetic construct	2015-10-26	ERR1003867	ERS831968	ERS831968	SAMEA3524819 ERS831968	mHT-SELEX sample HOXB1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB1_eDBD_2_KO_TAAAGT40NAGC	SELEX	40	SAMEA3524820	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082892	2015-09-10T17:01:22Z	2018-03-09T13:28:10Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	10	7	synthetic construct	2015-10-26	ERR1003868	ERS831969	ERS831969	SAMEA3524820 ERS831969	HT-SELEX sample HOXB1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB1_eDBD_2_KO_TGCACA40NATA	SELEX	40	SAMEA3524821	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082893	2015-09-10T17:01:23Z	2018-03-09T13:30:06Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	16	10	synthetic construct	2015-10-26	ERR1003869	ERS831970	ERS831970	SAMEA3524821 ERS831970	mHT-SELEX sample HOXB1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB1_eDBD_3_KO_TAAAGT40NAGC	SELEX	40	SAMEA3524822	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082894	2015-09-10T17:01:22Z	2018-03-09T13:28:53Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	10	6	synthetic construct	2015-10-26	ERR1003870	ERS831971	ERS831971	SAMEA3524822 ERS831971	HT-SELEX sample HOXB1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB1_eDBD_3_KO_TGCACA40NATA	SELEX	40	SAMEA3524823	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082895	2015-09-10T17:01:22Z	2018-03-09T13:28:10Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	14	9	synthetic construct	2015-10-26	ERR1003871	ERS831972	ERS831972	SAMEA3524823 ERS831972	mHT-SELEX sample HOXB1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB1_eDBD_4_KO_TAAAGT40NAGC	SELEX	40	SAMEA3524824	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082896	2015-09-10T17:01:23Z	2018-03-09T13:30:06Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	7	4	synthetic construct	2015-10-26	ERR1003872	ERS831973	ERS831973	SAMEA3524824 ERS831973	HT-SELEX sample HOXB1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB1_eDBD_4_KO_TGCACA40NATA	SELEX	40	SAMEA3524825	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082897	2015-09-10T17:01:22Z	2018-03-09T13:28:53Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	10	6	synthetic construct	2015-10-26	ERR1003873	ERS831974	ERS831974	SAMEA3524825 ERS831974	mHT-SELEX sample HOXB1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB13_eDBD_1_KN_TCACTT40NTTG	SELEX	40	SAMEA3524826	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082898	2015-09-10T17:01:22Z	2018-03-09T13:28:10Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	7	5	synthetic construct	2015-10-26	ERR1003874	ERS831975	ERS831975	SAMEA3524826 ERS831975	HT-SELEX sample HOXB13_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB13_eDBD_1_KN_TTACTT40NTAT	SELEX	40	SAMEA3524827	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082899	2015-09-10T17:01:22Z	2018-03-09T13:28:10Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	9	7	synthetic construct	2015-10-26	ERR1003875	ERS831976	ERS831976	SAMEA3524827 ERS831976	mHT-SELEX sample HOXB13_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB13_eDBD_2_KN_TCACTT40NTTG	SELEX	40	SAMEA3524828	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082900	2015-09-10T17:01:22Z	2018-03-09T13:28:10Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	11	8	synthetic construct	2015-10-26	ERR1003876	ERS831977	ERS831977	SAMEA3524828 ERS831977	HT-SELEX sample HOXB13_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB13_eDBD_2_KN_TTACTT40NTAT	SELEX	40	SAMEA3524829	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082901	2015-09-10T17:01:23Z	2018-03-09T13:30:41Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	12	9	synthetic construct	2015-10-26	ERR1003877	ERS831978	ERS831978	SAMEA3524829 ERS831978	mHT-SELEX sample HOXB13_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB13_eDBD_3_KN_TCACTT40NTTG	SELEX	40	SAMEA3524830	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082902	2015-09-10T17:01:23Z	2018-03-09T13:30:41Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	9	6	synthetic construct	2015-10-26	ERR1003878	ERS831979	ERS831979	SAMEA3524830 ERS831979	HT-SELEX sample HOXB13_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB13_eDBD_3_KN_TTACTT40NTAT	SELEX	40	SAMEA3524831	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082903	2015-09-10T17:01:22Z	2018-03-09T13:28:10Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	6	4	synthetic construct	2015-10-26	ERR1003879	ERS831980	ERS831980	SAMEA3524831 ERS831980	mHT-SELEX sample HOXB13_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB13_eDBD_4_KN_TCACTT40NTTG	SELEX	40	SAMEA3524832	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082904	2015-09-10T17:01:22Z	2018-03-09T13:28:10Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	7	5	synthetic construct	2015-10-26	ERR1003880	ERS831981	ERS831981	SAMEA3524832 ERS831981	HT-SELEX sample HOXB13_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB13_eDBD_4_KN_TTACTT40NTAT	SELEX	40	SAMEA3524833	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082905	2015-09-10T17:01:22Z	2018-03-09T13:28:10Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	10	7	synthetic construct	2015-10-26	ERR1003881	ERS831982	ERS831982	SAMEA3524833 ERS831982	mHT-SELEX sample HOXB13_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB2_eDBD_1_KP_TCTGCT40NTGT	SELEX	40	SAMEA3524834	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082906	2015-09-10T17:01:23Z	2018-03-09T13:30:41Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	12	7	synthetic construct	2015-10-26	ERR1003882	ERS831983	ERS831983	SAMEA3524834 ERS831983	HT-SELEX sample HOXB2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB2_eDBD_1_KP_TGGGCC40NGGA	SELEX	40	SAMEA3524835	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082907	2015-09-10T17:01:23Z	2018-03-09T13:30:41Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	11	7	synthetic construct	2015-10-26	ERR1003883	ERS831984	ERS831984	SAMEA3524835 ERS831984	mHT-SELEX sample HOXB2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB2_eDBD_2_KP_TCTGCT40NTGT	SELEX	40	SAMEA3524836	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082908	2015-09-10T17:01:22Z	2018-03-09T13:28:10Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	15	10	synthetic construct	2015-10-26	ERR1003884	ERS831985	ERS831985	SAMEA3524836 ERS831985	HT-SELEX sample HOXB2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB2_eDBD_2_KP_TGGGCC40NGGA	SELEX	40	SAMEA3524837	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082909	2015-09-10T17:01:22Z	2018-03-09T13:28:53Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	16	10	synthetic construct	2015-10-26	ERR1003885	ERS831986	ERS831986	SAMEA3524837 ERS831986	mHT-SELEX sample HOXB2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB2_eDBD_3_KP_TCTGCT40NTGT	SELEX	40	SAMEA3524838	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082910	2015-09-10T17:01:23Z	2018-03-09T13:30:06Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	8	6	synthetic construct	2015-10-26	ERR1003886	ERS831987	ERS831987	SAMEA3524838 ERS831987	HT-SELEX sample HOXB2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB2_eDBD_3_KP_TGGGCC40NGGA	SELEX	40	SAMEA3524839	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082911	2015-09-10T17:01:22Z	2018-03-09T13:28:53Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	12	9	synthetic construct	2015-10-26	ERR1003887	ERS831988	ERS831988	SAMEA3524839 ERS831988	mHT-SELEX sample HOXB2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB2_eDBD_4_KP_TCTGCT40NTGT	SELEX	40	SAMEA3524840	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082912	2015-09-10T17:01:22Z	2018-03-09T13:28:10Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	9	7	synthetic construct	2015-10-26	ERR1003888	ERS831989	ERS831989	SAMEA3524840 ERS831989	HT-SELEX sample HOXB2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB2_eDBD_4_KP_TGGGCC40NGGA	SELEX	40	SAMEA3524841	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082913	2015-09-10T17:01:23Z	2018-03-09T13:30:06Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	9	6	synthetic construct	2015-10-26	ERR1003889	ERS831990	ERS831990	SAMEA3524841 ERS831990	mHT-SELEX sample HOXB2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB4_FL_1_KV_TCTAAA40NCGC	SELEX	40	SAMEA3524842	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082914	2015-09-10T17:01:23Z	2018-03-09T13:30:06Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	11	7	synthetic construct	2015-10-26	ERR1003890	ERS831991	ERS831991	SAMEA3524842 ERS831991	mHT-SELEX sample HOXB4_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB4_FL_1_KV_TCTGCA40NATA	SELEX	40	SAMEA3524843	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082915	2015-09-10T17:01:23Z	2018-03-09T13:30:41Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	9	6	synthetic construct	2015-10-26	ERR1003891	ERS831992	ERS831992	SAMEA3524843 ERS831992	HT-SELEX sample HOXB4_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB4_FL_2_KV_TCTAAA40NCGC	SELEX	40	SAMEA3524844	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082916	2015-09-10T17:01:22Z	2018-03-09T13:28:53Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	9	6	synthetic construct	2015-10-26	ERR1003892	ERS831993	ERS831993	SAMEA3524844 ERS831993	mHT-SELEX sample HOXB4_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB4_FL_2_KV_TCTGCA40NATA	SELEX	40	SAMEA3524845	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082917	2015-09-10T17:01:23Z	2018-03-09T13:30:41Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	14	9	synthetic construct	2015-10-26	ERR1003893	ERS831994	ERS831994	SAMEA3524845 ERS831994	HT-SELEX sample HOXB4_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXB4_FL_3_KV_TCTAAA40NCGC	SELEX	40	SAMEA3524846	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1082918	2015-09-10T17:01:23Z	2018-03-09T13:30:06Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	9	6	synthetic construct	2015-10-26	ERR1003894	ERS831995	ERS831995	SAMEA3524846 ERS831995	mHT-SELEX sample HOXB4_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
